year_month,district,bio_age_5_17,bio_age_17_plus,bio_total
2025-11,Udhampur,3002,1979,4981
2025-11,Udupi,2039,1432,3471
2025-11,Ujjain,10763,6201,16964
2025-11,Ukhrul,1521,1215,2736
2025-11,Umaria,1330,1587,2917
2025-11,Una,2281,1289,3570
2025-11,Unakoti,663,344,1007
2025-11,Unnao,8584,5168,13752
2025-11,Upper Siang,251,55,306
2025-11,Upper Subansiri,475,68,543
2025-11,Uttar Bastar Kanker,1552,2384,3936
2025-11,Uttar Dinajpur,2799,7445,10244
2025-11,Uttara Kannada,2149,1845,3994
2025-11,Uttarkashi,2405,971,3376
2025-11,Vadodara,7260,10872,18132
2025-11,Vaishali,5113,7783,12896
2025-11,Valsad,3351,3690,7041
2025-11,Varanasi,12049,8872,20921
2025-11,Vellore,17790,10949,28739
2025-11,Vidisha,5012,5316,10328
2025-11,Vijayanagara,201,496,697
2025-11,Vijayapura,3212,1257,4469
2025-11,Vikarabad,1392,682,2074
2025-11,Villupuram,15890,4108,19998
2025-11,Viluppuram,2954,9383,12337
2025-11,Virudhunagar,14230,7248,21478
2025-11,Visakhapatnam,20111,10754,30865
2025-11,Vizianagaram,11576,6105,17681
2025-11,Wanaparthy,672,460,1132
2025-11,Warangal,9519,8075,17594
2025-11,Warangal (urban),2,0,2
2025-11,Warangal Rural,659,372,1031
2025-11,Warangal Urban,741,317,1058
2025-11,Wardha,5943,14751,20694
2025-11,Washim,4259,19357,23616
2025-11,Washim *,6,303,309
2025-11,Wayanad,866,2201,3067
2025-11,West,58,91,149
2025-11,West Champaran,5295,8406,13701
2025-11,West Delhi,4856,5754,10610
2025-11,West Garo Hills,543,920,1463
2025-11,West Godavari,15633,7745,23378
2025-11,West Jaintia Hills,319,112,431
2025-11,West Kameng,256,231,487
2025-11,West Karbi Anglong,173,286,459
2025-11,West Khasi Hills,483,174,657
2025-11,West Medinipur,1,0,1
2025-11,West Midnapore,447,2405,2852
2025-11,West Nimar,160,636,796
2025-11,West Siang,1100,80,1180
2025-11,West Sikkim,89,65,154
2025-11,West Singhbhum,2832,5958,8790
2025-11,West Tripura,3669,4961,8630
2025-11,Wokha,182,177,359
2025-11,Y. S. R,678,288,966
2025-11,Yadadri.,1529,464,1993
2025-11,Yadgir,2278,2469,4747
2025-11,Yamuna Nagar,3873,5701,9574
2025-11,Yamunanagar,37,110,147
2025-11,Yanam,7,26,33
2025-11,Yavatmal,8893,43263,52156
2025-11,Zunheboto,162,424,586
2025-11,chittoor,6,8,14
2025-11,east midnapore,0,1,1
2025-11,hooghly,0,15,15
2025-11,jajpur,5,18,23
2025-11,nadia,0,1,1
2025-11,rangareddi,0,1,1
2025-11,yadgir,93,454,547
2025-12,ANUGUL,3,14,17
2025-12,Adilabad,8235,8350,16585
2025-12,Agar Malwa,552,1892,2444
2025-12,Agra,14994,10773,25767
2025-12,Ahilyanagar,1,16,17
2025-12,Ahmadabad,150,2700,2850
2025-12,Ahmadnagar,23258,25466,48724
2025-12,Ahmed Nagar,176,967,1143
2025-12,Ahmedabad,22088,23744,45832
2025-12,Aizawl,1610,471,2081
2025-12,Ajmer,10788,8213,19001
2025-12,Akola,6341,11299,17640
2025-12,Alappuzha,5338,5421,10759
2025-12,Aligarh,14807,7857,22664
2025-12,Alipurduar,619,337,956
2025-12,Alirajpur,2564,3274,5838
2025-12,Allahabad,13273,10770,24043
2025-12,Alluri Sitharama Raju,868,1362,2230
2025-12,Almora,4857,3281,8138
2025-12,Alwar,18024,12235,30259
2025-12,Ambala,3052,4926,7978
2025-12,Ambedkar Nagar,6138,4451,10589
2025-12,Amethi,6607,4929,11536
2025-12,Amravati,12111,22050,34161
2025-12,Amreli,3998,3584,7582
2025-12,Amritsar,7570,7892,15462
2025-12,Amroha,7643,5138,12781
2025-12,Anakapalli,455,519,974
2025-12,Anand,6351,6114,12465
2025-12,Anantapur,3306,8544,11850
2025-12,Ananthapur,3475,3053,6528
2025-12,Ananthapuramu,5008,2574,7582
2025-12,Anantnag,9077,2601,11678
2025-12,Andamans,90,232,322
2025-12,Angul,4086,2947,7033
2025-12,Anjaw,85,38,123
2025-12,Annamayya,734,605,1339
2025-12,Anugul,84,320,404
2025-12,Anuppur,2709,4443,7152
2025-12,Araria,8124,10174,18298
2025-12,Ariyalur,4867,2729,7596
2025-12,Arvalli,2782,1400,4182
2025-12,Arwal,1335,2407,3742
2025-12,Ashok Nagar,2718,3161,5879
2025-12,Auraiya,4085,2802,6887
2025-12,Aurangabad,20755,27073,47828
2025-12,Aurangabad(BH),1,3,4
2025-12,Aurangabad(bh),15,64,79
2025-12,Ayodhya,591,495,1086
2025-12,Azamgarh,11436,11115,22551
2025-12,Badgam,749,1239,1988
2025-12,Bagalkot,4762,3955,8717
2025-12,Bagalkot *,98,235,333
2025-12,Bageshwar,1690,1787,3477
2025-12,Baghpat,3761,2716,6477
2025-12,Bagpat,1,3,4
2025-12,Bahraich,17380,8539,25919
2025-12,Bajali,3,5,8
2025-12,Baksa,1355,985,2340
2025-12,Balaghat,18740,3874,22614
2025-12,Balangir,5539,4255,9794
2025-12,Baleshwar,798,2169,2967
2025-12,Baleswar,7776,3557,11333
2025-12,Ballari,3788,1314,5102
2025-12,Ballia,7365,6576,13941
2025-12,Bally Jagachha,0,1,1
2025-12,Balod,11562,6033,17595
2025-12,Baloda Bazar,19091,9307,28398
2025-12,Balotra,0,6,6
2025-12,Balrampur,17327,10071,27398
2025-12,Banas Kantha,16,157,173
2025-12,Banaskantha,13002,10863,23865
2025-12,Banda,5915,4940,10855
2025-12,Bandipore,2551,1001,3552
2025-12,Bangalore,6707,14628,21335
2025-12,Bangalore Rural,3248,2530,5778
2025-12,Banka,5552,5795,11347
2025-12,Bankura,5943,6610,12553
2025-12,Banswara,6002,5476,11478
2025-12,Bapatla,699,298,997
2025-12,Bara Banki,12706,7263,19969
2025-12,Barabanki,113,755,868
2025-12,Baramula,5601,3541,9142
2025-12,Baran,8900,6619,15519
2025-12,Barddhaman,8811,10962,19773
2025-12,Bardez,5,9,14
2025-12,Bardhaman,353,1730,2083
2025-12,Bareilly,15902,11600,27502
2025-12,Bargarh,4893,3658,8551
2025-12,Barmer,13625,10967,24592
2025-12,Barnala,2711,1675,4386
2025-12,Barpeta,5057,5212,10269
2025-12,Barwani,4965,5102,10067
2025-12,Bastar,10714,9798,20512
2025-12,Basti,8384,6171,14555
2025-12,Bathinda,7135,5106,12241
2025-12,Baudh,181,354,535
2025-12,Beawar,2,6,8
2025-12,Beed,16845,12408,29253
2025-12,Begusarai,8409,10503,18912
2025-12,Belagavi,10431,2533,12964
2025-12,Belgaum,7182,7399,14581
2025-12,Bellary,3591,4733,8324
2025-12,Bemetara,15156,9123,24279
2025-12,Bengaluru,22455,15425,37880
2025-12,Bengaluru Rural,1,1,2
2025-12,Bengaluru South,7,57,64
2025-12,Betul,8184,9642,17826
2025-12,Bhabua,3,11,14
2025-12,Bhadohi,382,308,690
2025-12,Bhadradri Kothagudem,1878,941,2819
2025-12,Bhadrak,5376,3553,8929
2025-12,Bhagalpur,8172,9532,17704
2025-12,Bhandara,4654,6816,11470
2025-12,Bharatpur,9218,7761,16979
2025-12,Bharuch,5790,4050,9840
2025-12,Bhavnagar,7087,7239,14326
2025-12,Bhilwara,9678,11275,20953
2025-12,Bhind,5796,5028,10824
2025-12,Bhiwani,5387,6147,11534
2025-12,Bhojpur,5056,6663,11719
2025-12,Bhopal,11795,11600,23395
2025-12,Bid,85,1495,1580
2025-12,Bidar,6428,5110,11538
2025-12,Bijapur,5324,7141,12465
2025-12,Bijapur(KAR),1,2,3
2025-12,Bijnor,14877,11062,25939
2025-12,Bikaner,9401,9434,18835
2025-12,Bilaspur,23988,16528,40516
2025-12,Birbhum,5977,6427,12404
2025-12,Bishnupur,680,419,1099
2025-12,Biswanath,935,423,1358
2025-12,Bokaro,5005,5751,10756
2025-12,Bokaro *,1,0,1
2025-12,Bongaigaon,2553,1726,4279
2025-12,Botad,1163,518,1681
2025-12,Boudh,1625,921,2546
2025-12,Budaun,9964,6029,15993
2025-12,Budgam,3074,383,3457
2025-12,Bulandshahar,18,55,73
2025-12,Bulandshahr,13005,6475,19480
2025-12,Buldana,388,4020,4408
2025-12,Buldhana,10590,13828,24418
2025-12,Bundi,4764,4940,9704
2025-12,Burhanpur,4021,3501,7522
2025-12,Buxar,2956,4291,7247
2025-12,Cachar,6771,3214,9985
2025-12,Central Delhi,2638,2611,5249
2025-12,Chamarajanagar,123,250,373
2025-12,Chamarajanagar *,7,9,16
2025-12,Chamba,2275,1879,4154
2025-12,Chamoli,4075,2536,6611
2025-12,Champawat,3197,1900,5097
2025-12,Champhai,183,119,302
2025-12,Chamrajanagar,3043,1742,4785
2025-12,Chamrajnagar,186,380,566
2025-12,Chandauli,4588,4001,8589
2025-12,Chandauli *,0,1,1
2025-12,Chandel,356,267,623
2025-12,Chandigarh,2176,2449,4625
2025-12,Chandrapur,14024,14860,28884
2025-12,Changlang,886,215,1101
2025-12,Charaideo,541,292,833
2025-12,Charkhi Dadri,531,719,1250
2025-12,Chatra,3624,3722,7346
2025-12,Chatrapati Sambhaji Nagar,65,156,221
2025-12,Chengalpattu,1215,341,1556
2025-12,Chennai,21019,12495,33514
2025-12,Chhatarpur,8376,7842,16218
2025-12,Chhatrapati Sambhajinagar,84,514,598
2025-12,Chhindwara,11688,9179,20867
2025-12,Chhotaudepur,1644,1399,3043
2025-12,Chickmagalur,869,1807,2676
2025-12,Chikkaballapur,2997,2691,5688
2025-12,Chikkamagaluru,1285,617,1902
2025-12,Chikmagalur,30,198,228
2025-12,Chirang,2555,1909,4464
2025-12,Chitradurga,4584,4121,8705
2025-12,Chitrakoot,4999,3283,8282
2025-12,Chittaurgarh,96,280,376
2025-12,Chittoor,12329,11265,23594
2025-12,Chittorgarh,4136,3541,7677
2025-12,Chumukedima,58,20,78
2025-12,Churachandpur,895,487,1382
2025-12,Churu,10474,9143,19617
2025-12,Coimbatore,11982,14899,26881
2025-12,Cooch Behar,2345,1918,4263
2025-12,Cuddalore,19959,9566,29525
2025-12,Cuddapah,11700,8209,19909
2025-12,Cuttack,8067,6436,14503
2025-12,Dadra & Nagar Haveli,5,92,97
2025-12,Dadra and Nagar Haveli,868,1697,2565
2025-12,Dahod,5708,6313,12021
2025-12,Dakshin Bastar Dantewada,2140,2546,4686
2025-12,Dakshin Dinajpur,2351,2443,4794
2025-12,Dakshina Kannada,5589,3343,8932
2025-12,Daman,316,433,749
2025-12,Damoh,4973,5184,10157
2025-12,Dantewada,1142,1525,2667
2025-12,Darbhanga,11038,16285,27323
2025-12,Darjeeling,2224,3167,5391
2025-12,Darjiling,85,261,346
2025-12,Darrang,2566,1561,4127
2025-12,Datia,2331,2550,4881
2025-12,Dausa,7450,6694,14144
2025-12,Davanagere,105,719,824
2025-12,Davangere,4535,3800,8335
2025-12,Debagarh,1060,655,1715
2025-12,Deeg,3,79,82
2025-12,Dehradun,16727,8324,25051
2025-12,Deoghar,4003,3364,7367
2025-12,Deoria,8665,8173,16838
2025-12,Devbhumi Dwarka,3562,703,4265
2025-12,Dewas,7845,7687,15532
2025-12,Dhalai,1716,923,2639
2025-12,Dhalai  *,19,41,60
2025-12,Dhamtari,9410,7174,16584
2025-12,Dhanbad,5023,7218,12241
2025-12,Dhar,5484,6645,12129
2025-12,Dharashiv,21,113,134
2025-12,Dharmapuri,14696,4069,18765
2025-12,Dharwad,4997,4305,9302
2025-12,Dhaulpur,24,60,84
2025-12,Dhemaji,2010,1159,3169
2025-12,Dhenkanal,4588,2978,7566
2025-12,Dholpur,4448,3502,7950
2025-12,Dhubri,5809,3160,8969
2025-12,Dhule,8573,11996,20569
2025-12,Dibang Valley,14,9,23
2025-12,Dibrugarh,1462,623,2085
2025-12,Didwana-Kuchaman,1,5,6
2025-12,Dima Hasao,5,5,10
2025-12,Dimapur,2252,1404,3656
2025-12,Dindigul,9821,12077,21898
2025-12,Dindori,3694,2600,6294
2025-12,Diu,151,255,406
2025-12,Doda,2811,2396,5207
2025-12,Dohad,153,1652,1805
2025-12,Domjur,0,1,1
2025-12,Dr. B. R. Ambedkar Konaseema,656,440,1096
2025-12,Dumka,2986,3673,6659
2025-12,Dungarpur,6988,4914,11902
2025-12,Durg,19367,12515,31882
2025-12,East,148,212,360
2025-12,East Champaran,12348,17317,29665
2025-12,East Delhi,5509,5376,10885
2025-12,East Garo Hills,52,48,100
2025-12,East Godavari,19540,12262,31802
2025-12,East Jaintia Hills,211,51,262
2025-12,East Kameng,199,48,247
2025-12,East Khasi Hills,944,634,1578
2025-12,East Midnapore,507,2123,2630
2025-12,East Midnapur,0,2,2
2025-12,East Nimar,1031,3772,4803
2025-12,East Siang,493,95,588
2025-12,East Sikkim,222,110,332
2025-12,East Singhbhum,4816,6409,11225
2025-12,East midnapore,0,1,1
2025-12,Eastern West Khasi Hills,1,1,2
2025-12,Eluru,600,427,1027
2025-12,Ernakulam,8645,8794,17439
2025-12,Erode,9660,9299,18959
2025-12,Etah,4882,3424,8306
2025-12,Etawah,5003,4215,9218
2025-12,Faizabad,6607,4788,11395
2025-12,Faridabad,8873,6663,15536
2025-12,Faridkot,2314,2411,4725
2025-12,Farrukhabad,8214,4351,12565
2025-12,Fatehabad,3368,4946,8314
2025-12,Fatehgarh Sahib,2627,2164,4791
2025-12,Fatehpur,7143,6405,13548
2025-12,Fazilka,4144,2590,6734
2025-12,Ferozepur,3383,2202,5585
2025-12,Firozabad,8104,5580,13684
2025-12,Firozpur,405,1089,1494
2025-12,Gadag,2535,2020,4555
2025-12,Gadag *,63,147,210
2025-12,Gadchiroli,6737,12034,18771
2025-12,Gajapati,2754,1552,4306
2025-12,Ganderbal,2068,657,2725
2025-12,Gandhinagar,3190,4299,7489
2025-12,Ganganagar,7251,7433,14684
2025-12,Ganjam,15754,8722,24476
2025-12,Garhwa,4837,5736,10573
2025-12,Garhwa *,48,673,721
2025-12,Garhwal,7,135,142
2025-12,Gariyaband,8519,3480,11999
2025-12,Gaurela-pendra-marwahi,156,76,232
2025-12,Gautam Buddha Nagar,4653,3832,8485
2025-12,Gaya,8659,13261,21920
2025-12,Ghaziabad,8917,8316,17233
2025-12,Ghazipur,8684,7211,15895
2025-12,Gir Somnath,5053,1209,6262
2025-12,Giridih,5881,4976,10857
2025-12,Goalpara,3241,2155,5396
2025-12,Godda,4991,3378,8369
2025-12,Golaghat,2736,981,3717
2025-12,Gomati,1259,285,1544
2025-12,Gonda,10901,6935,17836
2025-12,Gondia,6,172,178
2025-12,Gondiya,4946,6569,11515
2025-12,Gondiya *,12,340,352
2025-12,Gopalganj,5873,7894,13767
2025-12,Gorakhpur,9073,11333,20406
2025-12,Gulbarga,3269,6226,9495
2025-12,Gumla,5041,6189,11230
2025-12,Guna,4505,5577,10082
2025-12,Guntur,16537,13427,29964
2025-12,Gurdaspur,3738,6593,10331
2025-12,Gurgaon,5584,3714,9298
2025-12,Gwalior,9341,6326,15667
2025-12,HOOGHLY,3,2,5
2025-12,HOWRAH,2,3,5
2025-12,Hailakandi,2814,1107,3921
2025-12,Hamirpur,4816,3863,8679
2025-12,Hanumakonda,241,530,771
2025-12,Hanumangarh,6949,7332,14281
2025-12,Haora,563,2060,2623
2025-12,Hapur,4880,2527,7407
2025-12,Harda,1367,1788,3155
2025-12,Harda *,205,792,997
2025-12,Hardoi,15175,8308,23483
2025-12,Hardwar,107,311,418
2025-12,Haridwar,41781,9280,51061
2025-12,Hasan,372,1438,1810
2025-12,Hassan,3685,2324,6009
2025-12,Hathras,6235,2954,9189
2025-12,Haveri,3727,3381,7108
2025-12,Haveri *,62,217,279
2025-12,Hawrah,0,2,2
2025-12,Hazaribag,174,671,845
2025-12,Hazaribagh,4901,4098,8999
2025-12,Hingoli,9740,7805,17545
2025-12,Hingoli *,0,2,2
2025-12,Hisar,6536,6606,13142
2025-12,Hnahthial,6,1,7
2025-12,Hojai,2684,2008,4692
2025-12,Hooghiy,1,0,1
2025-12,Hooghly,7081,8783,15864
2025-12,Hoshangabad,3781,5622,9403
2025-12,Hoshiarpur,5369,5046,10415
2025-12,Howrah,4281,3849,8130
2025-12,Hugli,45,108,153
2025-12,Hyderabad,30917,21527,52444
2025-12,Idukki,3748,2812,6560
2025-12,Imphal East,2687,2247,4934
2025-12,Imphal West,2361,1916,4277
2025-12,Indore,19677,15420,35097
2025-12,JAJPUR,2478,983,3461
2025-12,Jabalpur,13225,11184,24409
2025-12,Jagatsinghapur,4114,1953,6067
2025-12,Jagatsinghpur,447,1349,1796
2025-12,Jagitial,1547,385,1932
2025-12,Jaipur,22489,24053,46542
2025-12,Jaisalmer,3530,2271,5801
2025-12,Jajapur,3249,3177,6426
2025-12,Jajpur,4,40,44
2025-12,Jalandhar,8990,8052,17042
2025-12,Jalaun,4641,3690,8331
2025-12,Jalgaon,24723,22506,47229
2025-12,Jalna,9527,12259,21786
2025-12,Jalor,7992,7164,15156
2025-12,Jalore,3,14,17
2025-12,Jalpaiguri,4140,5527,9667
2025-12,Jammu,6938,5048,11986
2025-12,Jamnagar,5347,4458,9805
2025-12,Jamtara,1968,1843,3811
2025-12,Jamui,10829,4475,15304
2025-12,Jangaon,38,15,53
2025-12,Jangoan,888,276,1164
2025-12,Janjgir - Champa,1,91,92
2025-12,Janjgir Champa,11,63,74
2025-12,Janjgir-champa,16401,14954,31355
2025-12,Jashpur,9557,5081,14638
2025-12,Jaunpur,12375,10663,23038
2025-12,Jayashankar Bhupalpally,311,220,531
2025-12,Jehanabad,1788,3114,4902
2025-12,Jhabua,3928,3437,7365
2025-12,Jhajjar,3432,3507,6939
2025-12,Jhalawar,5434,6623,12057
2025-12,Jhansi,8158,6584,14742
2025-12,Jhargram,281,141,422
2025-12,Jharsuguda,2104,1309,3413
2025-12,Jhunjhunu,111,376,487
2025-12,Jhunjhunun,7396,7327,14723
2025-12,Jind,5459,6914,12373
2025-12,Jiribam,15,44,59
2025-12,Jodhpur,14814,12096,26910
2025-12,Jogulamba Gadwal,859,417,1276
2025-12,Jorhat,1417,620,2037
2025-12,Junagadh,6214,8110,14324
2025-12,Jyotiba Phule Nagar,12,53,65
2025-12,K.V.Rangareddy,44,114,158
2025-12,K.v. Rangareddy,19143,12321,31464
2025-12,Kabeerdham,7606,1682,9288
2025-12,Kachchh,8226,6394,14620
2025-12,Kaimur (Bhabua),3415,4072,7487
2025-12,Kaithal,3771,4896,8667
2025-12,Kakching,55,41,96
2025-12,Kakinada,890,536,1426
2025-12,Kalaburagi,7385,2771,10156
2025-12,Kalahandi,4829,3900,8729
2025-12,Kalimpong,119,42,161
2025-12,Kallakurichi,567,260,827
2025-12,Kamareddy,1627,927,2554
2025-12,Kamle,2,2,4
2025-12,Kamrup,3406,1954,5360
2025-12,Kamrup Metro,1358,1459,2817
2025-12,Kancheepuram,20896,12452,33348
2025-12,Kanchipuram,1,3,4
2025-12,Kandhamal,3785,2041,5826
2025-12,Kangra,7801,4898,12699
2025-12,Kanker,7365,4616,11981
2025-12,Kannauj,5693,3431,9124
2025-12,Kanniyakumari,4980,3995,8975
2025-12,Kannur,5387,7665,13052
2025-12,Kanpur Dehat,5478,3312,8790
2025-12,Kanpur Nagar,9186,9461,18647
2025-12,Kanyakumari,4293,746,5039
2025-12,Kapurthala,3859,3042,6901
2025-12,Karaikal,702,1299,2001
2025-12,Karauli,6726,4124,10850
2025-12,Karbi Anglong,3742,3116,6858
2025-12,Kargil,495,304,799
2025-12,Karim Nagar,71,275,346
2025-12,Karimganj,7974,2144,10118
2025-12,Karimnagar,10879,7993,18872
2025-12,Karnal,4497,6906,11403
2025-12,Karur,4181,3277,7458
2025-12,Kasaragod,3880,3969,7849
2025-12,Kasargod,63,510,573
2025-12,Kasganj,7063,4791,11854
2025-12,Kathua,3374,1815,5189
2025-12,Katihar,11911,14908,26819
2025-12,Katni,15532,5679,21211
2025-12,Kaushambi,6620,4048,10668
2025-12,Kawardha,11606,4738,16344
2025-12,Kendrapara,5724,3150,8874
2025-12,Kendujhar,5731,4850,10581
2025-12,Khagaria,6585,5329,11914
2025-12,Khairagarh Chhuikhadan Gandai,15,54,69
2025-12,Khairthal-Tijara,4,11,15
2025-12,Khammam,8311,4098,12409
2025-12,Khandwa,3135,2516,5651
2025-12,Khargone,5802,8839,14641
2025-12,Khawzawl,1,0,1
2025-12,Kheda,5642,6987,12629
2025-12,Kheri,17677,8197,25874
2025-12,Khorda,6883,3658,10541
2025-12,Khordha,624,2545,3169
2025-12,Khordha  *,0,1,1
2025-12,Khowai,1214,193,1407
2025-12,Khunti,1424,2540,3964
2025-12,Kinnaur,231,220,451
2025-12,Kiphire,104,139,243
2025-12,Kishanganj,13659,9794,23453
2025-12,Kishtwar,1496,1231,2727
2025-12,Koch Bihar,287,1035,1322
2025-12,Kodagu,849,814,1663
2025-12,Kodarma,174,403,577
2025-12,Koderma,2404,1706,4110
2025-12,Kohima,277,694,971
2025-12,Kokrajhar,1858,1636,3494
2025-12,Kolar,5344,3750,9094
2025-12,Kolasib,325,118,443
2025-12,Kolhapur,14197,15659,29856
2025-12,Kolkata,4221,6348,10569
2025-12,Kollam,6701,7987,14688
2025-12,Komaram Bheem,839,426,1265
2025-12,Kondagaon,7180,5685,12865
2025-12,Koppal,3743,3348,7091
2025-12,Koraput,3883,4121,8004
2025-12,Korba,6054,7065,13119
2025-12,Koriya,6388,6032,12420
2025-12,Kota,5196,6153,11349
2025-12,Kotputli-Behror,1,6,7
2025-12,Kottayam,4798,5058,9856
2025-12,Kozhikode,9513,11858,21371
2025-12,Kra Daadi,67,19,86
2025-12,Krishna,11541,10526,22067
2025-12,Krishnagiri,10275,5995,16270
2025-12,Kulgam,2583,970,3553
2025-12,Kullu,1786,1027,2813
2025-12,Kupwara,4195,2444,6639
2025-12,Kurnool,18073,14045,32118
2025-12,Kurukshetra,3016,5316,8332
2025-12,Kurung Kumey,141,18,159
2025-12,Kushinagar,11424,9172,20596
2025-12,Kushinagar *,8,12,20
2025-12,Lahaul and Spiti,6,18,24
2025-12,Lahul & Spiti,41,125,166
2025-12,Lahul and Spiti,196,50,246
2025-12,Lakhimpur,4149,1694,5843
2025-12,Lakhisarai,2654,3661,6315
2025-12,Lakshadweep,284,283,567
2025-12,Lalitpur,4575,3930,8505
2025-12,Latehar,2246,2569,4815
2025-12,Latur,7915,12855,20770
2025-12,Lawngtlai,1034,291,1325
2025-12,Leh,305,380,685
2025-12,Leh (ladakh),0,1,1
2025-12,Leparada,3,0,3
2025-12,Lohardaga,1478,2201,3679
2025-12,Lohit,448,266,714
2025-12,Longding,102,73,175
2025-12,Longleng,80,111,191
2025-12,Lower Dibang Valley,172,97,269
2025-12,Lower Siang,25,3,28
2025-12,Lower Subansiri,110,44,154
2025-12,Lucknow,16040,12292,28332
2025-12,Ludhiana,9879,9843,19722
2025-12,Lunglei,201,127,328
2025-12,MALDA,3,10,13
2025-12,Madhepura,6810,9936,16746
2025-12,Madhubani,15124,17429,32553
2025-12,Madurai,17664,10857,28521
2025-12,Mahabub Nagar,105,2423,2528
2025-12,Mahabubabad,833,373,1206
2025-12,Mahabubnagar,12494,7897,20391
2025-12,Maharajganj,9440,7110,16550
2025-12,Mahasamund,10182,7028,17210
2025-12,Mahbubnagar,375,1784,2159
2025-12,Mahendragarh,4000,3424,7424
2025-12,Mahesana,5338,6324,11662
2025-12,Mahisagar,2660,1504,4164
2025-12,Mahoba,3987,2574,6561
2025-12,Mahrajganj,2,8,10
2025-12,Maihar,32,347,379
2025-12,Mainpuri,5367,4435,9802
2025-12,Majuli,199,131,330
2025-12,Malappuram,10550,15827,26377
2025-12,Malda,5678,5797,11475
2025-12,Maldah,500,1300,1800
2025-12,Malerkotla,666,674,1340
2025-12,Malkangiri,2122,1323,3445
2025-12,Mamit,273,83,356
2025-12,Mammit,69,26,95
2025-12,Mancherial,1536,540,2076
2025-12,Mandi,3221,3618,6839
2025-12,Mandla,3044,2859,5903
2025-12,Mandsaur,4176,4544,8720
2025-12,Mandya,4239,3699,7938
2025-12,Manendragarh–Chirmiri–Bharatpur,28,58,86
2025-12,Mansa,3016,2702,5718
2025-12,Marigaon,2387,2201,4588
2025-12,Mathura,9074,5354,14428
2025-12,Mau,4833,6466,11299
2025-12,Mauganj,21,207,228
2025-12,Mayiladuthurai,920,150,1070
2025-12,Mayurbhanj,9059,6355,15414
2025-12,Medak,10344,7894,18238
2025-12,Medchal-malkajgiri,2508,1739,4247
2025-12,Medchal?malkajgiri,3,0,3
2025-12,Medchal−malkajgiri,1063,343,1406
2025-12,Medinipur,4,13,17
2025-12,Meerut,11370,8035,19405
2025-12,Meluri,48,239,287
2025-12,Mewat,6097,4961,11058
2025-12,Mirzapur,8288,4981,13269
2025-12,Moga,2920,3483,6403
2025-12,Mohali,1,2,3
2025-12,Mohalla-Manpur-Ambagarh Chowki,30,12,42
2025-12,Mohla-Manpur-Ambagarh Chouki,186,206,392
2025-12,Mokokchung,222,398,620
2025-12,Mon,355,561,916
2025-12,Monghyr,3,26,29
2025-12,Moradabad,11264,8974,20238
2025-12,Morbi,2058,932,2990
2025-12,Morena,7818,5989,13807
2025-12,Muktsar,174,1013,1187
2025-12,Mulugu,340,308,648
2025-12,Mumbai,19383,42095,61478
2025-12,Mumbai City,5905,2386,8291
2025-12,Mumbai Suburban,18168,9641,27809
2025-12,Mumbai( Sub Urban ),183,1522,1705
2025-12,Mungeli,12994,6778,19772
2025-12,Munger,2767,4198,6965
2025-12,Murshidabad,11043,11621,22664
2025-12,Muzaffarnagar,8674,7883,16557
2025-12,Muzaffarpur,10858,15470,26328
2025-12,Mysore,3325,3840,7165
2025-12,Mysuru,5881,1611,7492
2025-12,N. T. R,661,617,1278
2025-12,NAYAGARH,1,2,3
2025-12,NUAPADA,18,37,55
2025-12,Nabarangapur,3314,3003,6317
2025-12,Nadia,5375,6629,12004
2025-12,Nagaon,7504,15748,23252
2025-12,Nagapattinam,6383,6058,12441
2025-12,Nagarkurnool,1186,403,1589
2025-12,Nagaur,15837,13228,29065
2025-12,Nagpur,14199,22681,36880
2025-12,Nainital,13288,6488,19776
2025-12,Najafgarh,6,83,89
2025-12,Nalanda,7882,7517,15399
2025-12,Nalbari,2026,791,2817
2025-12,Nalgonda,11483,8893,20376
2025-12,Namakkal,8789,7603,16392
2025-12,Namchi,0,2,2
2025-12,Namsai,582,155,737
2025-12,Nanded,18141,18667,36808
2025-12,Nandurbar,6224,9292,15516
2025-12,Nandurbar *,1,323,324
2025-12,Nandyal,840,505,1345
2025-12,Narayanpet,442,322,764
2025-12,Narayanpur,2897,1842,4739
2025-12,Narmada,1416,2283,3699
2025-12,Narmadapuram,152,571,723
2025-12,Narsimhapur,353,995,1348
2025-12,Narsinghpur,4760,2650,7410
2025-12,Nashik,28661,42586,71247
2025-12,Navsari,3073,2238,5311
2025-12,Nawada,4172,6525,10697
2025-12,Nawanshahr,67,1205,1272
2025-12,Nayagarh,2879,2340,5219
2025-12,Neemuch,3334,2041,5375
2025-12,Nellore,7405,6996,14401
2025-12,New Delhi,291,211,502
2025-12,Nicobar,212,53,265
2025-12,Nicobars,0,1,1
2025-12,Nirmal,1275,1006,2281
2025-12,Niuland,26,7,33
2025-12,Niwari,132,87,219
2025-12,Nizamabad,11966,6275,18241
2025-12,Noklak,27,35,62
2025-12,North,16,22,38
2025-12,North 24 Parganas,11741,11482,23223
2025-12,North And Middle Andaman,443,148,591
2025-12,North Cachar Hills,397,203,600
2025-12,North Delhi,3548,3694,7242
2025-12,North Dinajpur,32,162,194
2025-12,North East,262,3682,3944
2025-12,North East Delhi,10144,7494,17638
2025-12,North Garo Hills,62,20,82
2025-12,North Goa,2775,1709,4484
2025-12,North Sikkim,60,23,83
